site_id,year,first_snow_melt,cont_snow_acc,last_snow_melt,first_snow_acc,max_swe,max_swe_doy,network,state,site_name,description,start,end,latitude,longitude,elev,county,aspect,slope,hillshade,canopy_height,modis_snow_melt,modis_snow_acc,LC
760,2006,153,291,153,259,721,108,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,135,287,1
760,2007,141,291,160,266,508,92,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,128,309,1
760,2004,163,292,163,263,483,96,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,128,317,1
760,2013,146,304,155,268,470,113,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,133,299,1
760,2014,160,301,160,284,792,98,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,172,293,1
760,2015,141,304,141,304,478,104,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,157,301,1
760,2011,183,306,183,280,856,131,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,177,307,1
760,2008,175,309,175,245,734,117,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,138,302,1
760,2009,163,297,163,278,610,106,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,138,290,1
760,2010,160,297,160,297,368,104,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,159,294,1
760,2012,165,313,165,296,638,91,SNTL,MT,skalkaho summit ,Middle West Fork Ross Creek (170102021003),1976-10-01,2100-01-01,46.24,-113.77,7250,Granite,352.504150390625,1.77805161476135,175,24,136,310,1
761,2003,123,303,132,303,358,89,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,NA,297,1
761,2005,134,307,160,307,345,90,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,142,305,1
761,2006,130,313,130,306,513,97,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,133,305,1
761,2007,119,331,119,278,307,70,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,117,323,1
761,2004,115,329,115,291,340,67,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,117,290,1
761,2013,127,302,127,302,328,82,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,130,300,1
761,2014,136,314,136,314,584,97,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,135,312,1
761,2015,113,309,113,309,391,66,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,118,297,1
761,2010,140,297,140,297,335,97,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,169,311,1
761,2011,159,308,159,279,622,119,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,156,307,1
761,2008,141,309,141,284,511,99,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,137,329,1
761,2009,138,299,138,299,460,107,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,136,313,1
761,2012,113,314,151,296,361,81,SNTL,ID,slug creek divide ,Headwaters Slug Creek (170402070201),1978-10-01,2100-01-01,42.56,-111.3,7225,Caribou,345.612609863281,3.66795659065247,169,21,112,312,1
762,2003,143,305,143,305,302,100,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,NA,304,1
762,2004,144,288,144,288,351,123,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,139,290,1
762,2006,144,282,144,282,386,106,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,136,286,1
762,2007,158,289,158,289,422,106,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,135,326,1
762,2008,160,285,160,285,498,111,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,141,304,1
762,2005,152,282,152,282,475,126,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,139,312,1
762,2014,156,305,156,271,371,98,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,140,305,1
762,2015,156,301,156,294,320,119,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,150,306,1
762,2011,159,278,159,278,429,124,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,145,297,1
762,2012,141,299,141,286,307,96,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,112,312,1
762,2009,138,276,138,276,406,108,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,126,292,1
762,2010,146,280,146,280,373,100,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,129,310,1
762,2013,145,283,145,265,305,112,SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1980-07-01,2100-01-01,37.99,-107.2,11440,Hinsdale,66.8669128417969,7.07081174850464,171,23,136,296,1
763,2003,116,303,131,303,246,98,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,NA,298,10
763,2004,107,294,115,294,267,67,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,85,327,10
763,2006,128,298,128,258,432,93,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,117,312,10
763,2007,116,331,128,272,310,70,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,84,330,10
763,2008,141,309,146,285,457,102,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,132,330,10
763,2005,139,317,139,308,455,96,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,106,297,10
763,2014,125,318,125,318,411,97,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,101,315,10
763,2015,103,314,111,314,241,63,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,78,313,10
763,2011,157,308,157,279,599,120,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,135,303,10
763,2012,114,313,119,296,226,81,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,91,332,10
763,2009,131,316,131,278,455,106,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,126,315,10
763,2010,143,312,147,298,307,98,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,129,309,10
763,2013,131,301,131,301,284,111,SNTL,UT,smith & morehouse ,Moffit Creek-Weber River (160201010203),1978-10-01,2100-01-01,40.79,-111.12,7600,Summit,350.742462158203,5.32122182846069,163,0,113,316,10
764,2003,136,302,136,283,406,67,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,NA,299,1
764,2004,123,292,123,292,455,75,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,118,285,1
764,2006,134,313,134,289,549,92,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,134,306,1
764,2007,119,314,119,291,348,70,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,120,311,1
764,2008,148,309,148,284,546,100,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,138,304,1
764,2005,123,301,123,301,312,96,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,144,299,1
764,2014,139,314,139,314,589,94,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,141,307,1
764,2015,119,306,119,306,356,40,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,118,297,1
764,2009,140,314,140,300,480,106,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,138,308,1
764,2010,132,297,132,297,236,93,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,135,294,1
764,2011,157,309,157,279,584,99,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,156,306,1
764,2012,126,315,126,299,447,67,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,128,311,1
764,2013,128,302,128,302,371,86,SNTL,WY,snake river station ,Sheffield Creek-Snake River (170401010301),1989-10-01,2100-01-01,44.13,-110.67,6920,Teton,94.3987045288086,0.605036020278931,181,18,127,300,1
765,2004,128,292,128,292,302,75,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,114,290,10
765,2005,141,302,141,302,356,101,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,133,305,10
765,2006,139,292,139,292,485,98,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,132,306,10
765,2003,137,303,137,303,351,87,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,NA,299,10
765,2008,142,308,166,284,371,102,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,137,333,10
765,2009,141,276,141,276,406,107,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,130,338,10
765,2010,148,297,148,281,259,104,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,157,313,10
765,2007,131,316,131,290,264,94,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,116,330,10
765,2011,161,304,161,279,620,121,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,154,314,10
765,2012,127,317,127,297,318,70,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,112,313,10
765,2013,127,301,127,301,241,84,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,131,300,10
765,2014,136,308,136,308,523,97,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,135,312,10
765,2015,121,308,121,299,323,67,SNTL,WY,snider basin ,Upper South Piney Creek (140401010807),1980-09-01,2100-01-01,42.49,-110.53,8060,Sublette,326.507720947266,1.86345613002777,176,17,110,304,10
766,2004,161,291,161,263,1090,119,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,155,290,10
766,2005,187,300,187,277,1895,138,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,182,297,10
766,2006,170,289,170,257,1750,116,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,168,286,10
766,2003,154,303,154,253,919,132,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,NA,301,10
766,2008,177,307,177,285,1468,117,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,168,304,10
766,2009,165,300,165,273,1374,111,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,174,271,10
766,2010,172,296,172,296,1026,135,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,173,293,10
766,2007,148,289,161,266,765,115,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,151,276,10
766,2011,191,305,191,278,1908,143,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,192,304,10
766,2012,144,296,151,296,833,112,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,142,313,10
766,2013,158,283,158,268,889,113,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,153,274,10
766,2014,154,305,170,305,826,97,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,152,303,10
766,2015,153,307,153,307,549,66,SNTL,UT,snowbird ,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2100-01-01,40.56,-111.66,9640,Salt Lake,338.890625,7.91655874252319,156,20,164,299,10
767,2004,121,335,135,293,432,78,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,100,322,1
767,2005,127,307,127,291,244,112,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,118,303,1
767,2006,134,313,134,313,516,102,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,130,305,1
767,2003,141,316,141,310,196,132,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,NA,317,1
767,2008,138,353,146,309,333,106,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,133,341,1
767,2009,132,343,132,276,257,106,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,109,314,1
767,2010,139,326,147,326,287,104,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,139,310,1
767,2007,121,340,215,323,188,63,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,98,310,1
767,2015,89,315,101,307,170,35,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,55,314,1
767,2011,158,307,158,307,411,100,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,133,306,1
767,2012,117,342,147,296,257,109,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,113,311,1
767,2013,118,322,118,268,211,70,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,112,317,1
767,2014,124,317,124,317,178,96,SNTL,OR,snow mountain ,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2100-01-01,43.95,-119.54,6230,Harney,204.823150634766,1.93367850780487,186,24,106,316,1
769,2004,96,341,96,297,325,58,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,96,339,10
769,2005,103,304,103,304,185,51,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,103,297,10
769,2006,120,314,120,314,493,77,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,116,305,10
769,2007,94,329,94,291,249,64,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,83,328,10
769,2008,125,347,125,308,363,89,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,119,345,10
769,2009,109,315,109,276,307,75,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,109,338,10
769,2010,110,321,110,321,239,73,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,108,319,10
769,2011,123,311,123,311,343,86,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,154,314,10
769,2003,102,318,102,306,259,71,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,NA,318,10
769,2012,109,339,109,297,297,81,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,108,330,10
769,2013,92,340,92,301,145,66,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,90,333,10
769,2014,98,317,98,317,173,63,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,5,348,10
769,2015,79,312,79,292,180,38,SNTL,ID,soldier r.s. ,Upper Soldier Creek (170402200303),1986-10-01,2100-01-01,43.48,-114.83,5740,Camas,54.262825012207,2.58047151565552,176,11,67,300,10
770,2004,110,327,113,302,328,67,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,113,326,1
770,2005,123,304,123,304,290,99,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,133,299,1
770,2006,123,312,123,306,394,92,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,118,305,1
770,2007,115,329,115,290,257,70,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,103,330,1
770,2008,136,309,136,285,358,105,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,131,330,1
770,2009,130,317,130,302,356,93,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,127,334,1
770,2010,129,312,129,312,254,103,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,134,311,1
770,2011,140,309,140,279,381,100,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,135,306,1
770,2003,115,302,131,302,282,68,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,NA,298,1
770,2012,111,314,111,297,302,67,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,107,312,1
770,2013,124,301,124,301,221,71,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,116,300,1
770,2014,127,313,127,308,401,97,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,121,312,1
770,2015,109,306,109,306,234,65,SNTL,ID,somsen ranch ,Upper Lanes Creek (170402070101),1978-10-01,2100-01-01,42.95,-111.36,6800,Caribou,49.6044883728027,4.89317178726196,170,22,89,297,1
771,2004,139,291,139,263,673,77,SNTL,CA,sonora pass ,Leavitt Creek-West Walker River (160503020104),1978-10-01,2100-01-01,38.31,-119.6,8827,Mono,83.1488723754883,4.20677947998047,179,23,117,290,1
